participant_id,competence_self,elo_midpoint,watch_frequency_level,watched_before,item_code,item_score,dataset
P039,4,1350,3,No,BattleEcoKills,5,C
P039,4,1350,3,No,BattleBreakIn,4,C
P039,4,1350,3,No,BattleOverwhelm,5,C
P039,4,1350,3,No,StateAgeUp,4,C
P039,4,1350,3,No,StateMilTech,4,C
P039,4,1350,3,No,Predictions,3,C
P039,4,1350,3,No,Knowledge,5,C
P040,3,1100,2,No,IntroLayout,5,C
P040,3,1100,2,No,IntroPlayers,5,C
P040,3,1100,2,No,IntroCivs,5,C
P040,3,1100,2,No,IntroEconomy,5,C
P040,3,1100,2,No,EventScouting,4,C
P040,3,1100,2,No,EventUncommon,5,C
P040,3,1100,2,No,BattleDelay,4,C
P040,3,1100,2,No,BattleMilitary,4,C
P040,3,1100,2,No,BattleEcoKills,5,C
P040,3,1100,2,No,BattleBreakIn,5,C
P040,3,1100,2,No,BattleOverwhelm,5,C
P040,3,1100,2,No,StateAgeUp,4,C
P040,3,1100,2,No,StateMilTech,5,C
P040,3,1100,2,No,Predictions,4,C
P040,3,1100,2,No,Knowledge,5,C
P041,4,1350,3,Yes,IntroLayout,4,C
P041,4,1350,3,Yes,IntroPlayers,2,C
P041,4,1350,3,Yes,IntroCivs,3,C
P041,4,1350,3,Yes,IntroEconomy,3,C
P041,4,1350,3,Yes,EventScouting,4,C
P041,4,1350,3,Yes,EventUncommon,3,C
P041,4,1350,3,Yes,BattleDelay,4,C
P041,4,1350,3,Yes,BattleMilitary,4,C
P041,4,1350,3,Yes,BattleEcoKills,4,C
P041,4,1350,3,Yes,BattleBreakIn,3,C
P041,4,1350,3,Yes,BattleOverwhelm,4,C
P041,4,1350,3,Yes,StateAgeUp,4,C
P041,4,1350,3,Yes,StateMilTech,3,C
P041,4,1350,3,Yes,Predictions,3,C
P041,4,1350,3,Yes,Knowledge,4,C
P042,4,1600,2,Unsure,IntroLayout,2,C
P042,4,1600,2,Unsure,IntroPlayers,1,C
P042,4,1600,2,Unsure,IntroCivs,4,C
P042,4,1600,2,Unsure,IntroEconomy,2,C
P042,4,1600,2,Unsure,EventScouting,1,C
P042,4,1600,2,Unsure,EventUncommon,2,C
P042,4,1600,2,Unsure,BattleDelay,2,C
P042,4,1600,2,Unsure,BattleMilitary,4,C
P042,4,1600,2,Unsure,BattleEcoKills,3,C
P042,4,1600,2,Unsure,BattleBreakIn,2,C
P042,4,1600,2,Unsure,BattleOverwhelm,2,C
P042,4,1600,2,Unsure,StateAgeUp,1,C
P042,4,1600,2,Unsure,StateMilTech,4,C
P042,4,1600,2,Unsure,Predictions,1,C
P042,4,1600,2,Unsure,Knowledge,2,C
P043,4,1350,2,Yes,IntroLayout,4,C
P043,4,1350,2,Yes,IntroPlayers,3,C
P043,4,1350,2,Yes,IntroCivs,4,C
P043,4,1350,2,Yes,IntroEconomy,5,C
P043,4,1350,2,Yes,EventScouting,5,C
P043,4,1350,2,Yes,EventUncommon,5,C
P043,4,1350,2,Yes,BattleDelay,5,C
P043,4,1350,2,Yes,BattleMilitary,4,C
P043,4,1350,2,Yes,BattleEcoKills,4,C
P043,4,1350,2,Yes,BattleBreakIn,5,C
P043,4,1350,2,Yes,BattleOverwhelm,5,C
P043,4,1350,2,Yes,StateAgeUp,4,C
P043,4,1350,2,Yes,StateMilTech,5,C
P043,4,1350,2,Yes,Predictions,5,C
P043,4,1350,2,Yes,Knowledge,4,C
P044,5,1350,3,No,IntroLayout,5,C
P044,5,1350,3,No,IntroPlayers,4,C
P044,5,1350,3,No,IntroCivs,4,C
P044,5,1350,3,No,IntroEconomy,3,C
P044,5,1350,3,No,EventScouting,4,C
P044,5,1350,3,No,EventUncommon,5,C
P044,5,1350,3,No,BattleDelay,5,C
P044,5,1350,3,No,BattleMilitary,5,C
P044,5,1350,3,No,BattleEcoKills,5,C
P044,5,1350,3,No,BattleBreakIn,5,C
P044,5,1350,3,No,BattleOverwhelm,5,C
P044,5,1350,3,No,StateAgeUp,3,C
P044,5,1350,3,No,StateMilTech,5,C
P044,5,1350,3,No,Predictions,4,C
P044,5,1350,3,No,Knowledge,5,C
P045,4,1350,3,No,IntroLayout,2,C
P045,4,1350,3,No,IntroPlayers,1,C
P045,4,1350,3,No,IntroCivs,1,C
P045,4,1350,3,No,IntroEconomy,2,C
P045,4,1350,3,No,EventScouting,3,C
P045,4,1350,3,No,EventUncommon,3,C
P045,4,1350,3,No,BattleDelay,5,C
P045,4,1350,3,No,BattleMilitary,5,C
P045,4,1350,3,No,BattleEcoKills,5,C
P045,4,1350,3,No,BattleBreakIn,3,C
P045,4,1350,3,No,BattleOverwhelm,2,C
P045,4,1350,3,No,StateAgeUp,4,C
P045,4,1350,3,No,StateMilTech,5,C
P045,4,1350,3,No,Predictions,2,C
P045,4,1350,3,No,Knowledge,4,C
P046,4,1100,2,Yes,IntroLayout,4,C
P046,4,1100,2,Yes,IntroPlayers,1,C
P046,4,1100,2,Yes,IntroCivs,2,C
P046,4,1100,2,Yes,IntroEconomy,3,C
P046,4,1100,2,Yes,EventScouting,3,C
P046,4,1100,2,Yes,EventUncommon,4,C
P046,4,1100,2,Yes,BattleDelay,4,C
P046,4,1100,2,Yes,BattleMilitary,4,C
P046,4,1100,2,Yes,BattleEcoKills,4,C
P046,4,1100,2,Yes,BattleBreakIn,3,C
P046,4,1100,2,Yes,BattleOverwhelm,5,C
P046,4,1100,2,Yes,StateAgeUp,5,C
P046,4,1100,2,Yes,StateMilTech,4,C
P046,4,1100,2,Yes,Predictions,1,C
P046,4,1100,2,Yes,Knowledge,3,C
P047,3,1100,3,Yes,IntroLayout,5,C
P047,3,1100,3,Yes,IntroPlayers,1,C
P047,3,1100,3,Yes,IntroCivs,5,C
P047,3,1100,3,Yes,IntroEconomy,4,C
P047,3,1100,3,Yes,EventScouting,4,C
P047,3,1100,3,Yes,EventUncommon,5,C
P047,3,1100,3,Yes,BattleDelay,4,C
P047,3,1100,3,Yes,BattleMilitary,3,C
P047,3,1100,3,Yes,BattleEcoKills,4,C
P047,3,1100,3,Yes,BattleBreakIn,4,C
P047,3,1100,3,Yes,BattleOverwhelm,2,C
P047,3,1100,3,Yes,StateAgeUp,3,C
P047,3,1100,3,Yes,StateMilTech,5,C
P047,3,1100,3,Yes,Predictions,1,C
P047,3,1100,3,Yes,Knowledge,4,C
P048,5,1600,3,No,IntroLayout,4,C
P048,5,1600,3,No,IntroPlayers,3,C
P048,5,1600,3,No,IntroCivs,4,C
P048,5,1600,3,No,IntroEconomy,3,C
P048,5,1600,3,No,EventScouting,4,C
P048,5,1600,3,No,EventUncommon,4,C
P048,5,1600,3,No,BattleDelay,4,C
P048,5,1600,3,No,BattleMilitary,4,C
P048,5,1600,3,No,BattleEcoKills,4,C
P048,5,1600,3,No,BattleBreakIn,4,C
P048,5,1600,3,No,BattleOverwhelm,4,C
P048,5,1600,3,No,StateAgeUp,4,C
P048,5,1600,3,No,StateMilTech,4,C
P048,5,1600,3,No,Predictions,2,C
P048,5,1600,3,No,Knowledge,4,C
P049,4,1100,3,No,IntroLayout,4,C
P049,4,1100,3,No,IntroPlayers,2,C
P049,4,1100,3,No,IntroCivs,3,C
P049,4,1100,3,No,IntroEconomy,2,C
P049,4,1100,3,No,EventScouting,2,C
P049,4,1100,3,No,EventUncommon,2,C
P049,4,1100,3,No,BattleDelay,4,C
P049,4,1100,3,No,BattleMilitary,5,C
P049,4,1100,3,No,BattleEcoKills,5,C
P049,4,1100,3,No,BattleBreakIn,3,C
P049,4,1100,3,No,BattleOverwhelm,4,C
P049,4,1100,3,No,StateAgeUp,5,C
P049,4,1100,3,No,StateMilTech,5,C
P049,4,1100,3,No,Predictions,2,C
P049,4,1100,3,No,Knowledge,4,C
P050,5,1600,2,Yes,IntroLayout,3,C
P050,5,1600,2,Yes,IntroPlayers,3,C
P050,5,1600,2,Yes,IntroCivs,4,C
P050,5,1600,2,Yes,IntroEconomy,3,C
P050,5,1600,2,Yes,EventScouting,3,C
P050,5,1600,2,Yes,EventUncommon,2,C
P050,5,1600,2,Yes,BattleDelay,3,C
P050,5,1600,2,Yes,BattleMilitary,4,C
P050,5,1600,2,Yes,BattleEcoKills,4,C
P050,5,1600,2,Yes,BattleBreakIn,3,C
P050,5,1600,2,Yes,BattleOverwhelm,3,C
P050,5,1600,2,Yes,StateAgeUp,4,C
P050,5,1600,2,Yes,StateMilTech,4,C
P050,5,1600,2,Yes,Predictions,2,C
P050,5,1600,2,Yes,Knowledge,3,C
P051,5,1350,3,No,IntroLayout,3,C
P051,5,1350,3,No,IntroPlayers,2,C
P051,5,1350,3,No,IntroCivs,4,C
P051,5,1350,3,No,IntroEconomy,4,C
P051,5,1350,3,No,EventScouting,4,C
P051,5,1350,3,No,EventUncommon,5,C
P051,5,1350,3,No,BattleDelay,5,C
P051,5,1350,3,No,BattleMilitary,5,C
P051,5,1350,3,No,BattleEcoKills,5,C
P051,5,1350,3,No,BattleBreakIn,4,C
P051,5,1350,3,No,BattleOverwhelm,5,C
P051,5,1350,3,No,StateAgeUp,4,C
P051,5,1350,3,No,StateMilTech,4,C
P051,5,1350,3,No,Predictions,2,C
P051,5,1350,3,No,Knowledge,4,C
P052,5,1350,2,No,IntroLayout,5,C
P052,5,1350,2,No,IntroPlayers,1,C
P052,5,1350,2,No,IntroCivs,2,C
P052,5,1350,2,No,IntroEconomy,4,C
P052,5,1350,2,No,EventScouting,4,C
P052,5,1350,2,No,EventUncommon,5,C
P052,5,1350,2,No,BattleDelay,4,C
P052,5,1350,2,No,BattleMilitary,5,C
P052,5,1350,2,No,BattleEcoKills,5,C
P052,5,1350,2,No,BattleBreakIn,5,C
P052,5,1350,2,No,BattleOverwhelm,5,C
P052,5,1350,2,No,StateAgeUp,5,C
P052,5,1350,2,No,StateMilTech,4,C
P052,5,1350,2,No,Predictions,2,C
P052,5,1350,2,No,Knowledge,2,C
P053,4,1100,2,Unsure,IntroLayout,4,C
P053,4,1100,2,Unsure,IntroPlayers,1,C
P053,4,1100,2,Unsure,IntroCivs,5,C
P053,4,1100,2,Unsure,IntroEconomy,3,C
P053,4,1100,2,Unsure,EventScouting,4,C
P053,4,1100,2,Unsure,EventUncommon,4,C
P053,4,1100,2,Unsure,BattleDelay,4,C
P053,4,1100,2,Unsure,BattleMilitary,5,C
P053,4,1100,2,Unsure,BattleEcoKills,5,C
P053,4,1100,2,Unsure,BattleBreakIn,4,C
P053,4,1100,2,Unsure,BattleOverwhelm,5,C
P053,4,1100,2,Unsure,StateAgeUp,5,C
P053,4,1100,2,Unsure,StateMilTech,5,C
P053,4,1100,2,Unsure,Predictions,3,C
P053,4,1100,2,Unsure,Knowledge,4,C
P054,4,1100,2,Yes,IntroLayout,4,C
P054,4,1100,2,Yes,IntroPlayers,2,C
P054,4,1100,2,Yes,IntroCivs,3,C
P054,4,1100,2,Yes,IntroEconomy,2,C
P054,4,1100,2,Yes,EventScouting,3,C
P054,4,1100,2,Yes,EventUncommon,1,C
P054,4,1100,2,Yes,BattleDelay,2,C
P054,4,1100,2,Yes,BattleMilitary,4,C
P054,4,1100,2,Yes,BattleEcoKills,5,C
P054,4,1100,2,Yes,BattleBreakIn,2,C
P054,4,1100,2,Yes,BattleOverwhelm,2,C
P054,4,1100,2,Yes,StateAgeUp,2,C
P054,4,1100,2,Yes,StateMilTech,1,C
P054,4,1100,2,Yes,Predictions,1,C
P054,4,1100,2,Yes,Knowledge,2,C
P055,3,900,2,Yes,IntroLayout,4,C
P055,3,900,2,Yes,IntroPlayers,5,C
P055,3,900,2,Yes,IntroCivs,4,C
P055,3,900,2,Yes,IntroEconomy,4,C
P055,3,900,2,Yes,EventScouting,3,C
P055,3,900,2,Yes,EventUncommon,4,C
P055,3,900,2,Yes,BattleDelay,3,C
P055,3,900,2,Yes,BattleMilitary,3,C
P055,3,900,2,Yes,BattleEcoKills,3,C
P055,3,900,2,Yes,BattleBreakIn,2,C
P055,3,900,2,Yes,BattleOverwhelm,4,C
P055,3,900,2,Yes,StateAgeUp,4,C
P055,3,900,2,Yes,StateMilTech,3,C
P055,3,900,2,Yes,Predictions,1,C
P055,3,900,2,Yes,Knowledge,5,C
P056,4,1100,3,Yes,IntroLayout,5,C
P056,4,1100,3,Yes,IntroPlayers,3,C
P056,4,1100,3,Yes,IntroCivs,3,C
P056,4,1100,3,Yes,IntroEconomy,4,C
P056,4,1100,3,Yes,EventScouting,5,C
P056,4,1100,3,Yes,EventUncommon,3,C
P056,4,1100,3,Yes,BattleDelay,5,C
P056,4,1100,3,Yes,BattleMilitary,5,C
P056,4,1100,3,Yes,BattleEcoKills,5,C
P056,4,1100,3,Yes,BattleBreakIn,5,C
P056,4,1100,3,Yes,BattleOverwhelm,5,C
P056,4,1100,3,Yes,StateAgeUp,5,C
P056,4,1100,3,Yes,StateMilTech,5,C
P056,4,1100,3,Yes,Predictions,NA,C
P056,4,1100,3,Yes,Knowledge,5,C
P057,4,1350,2,Yes,IntroLayout,5,C
P057,4,1350,2,Yes,IntroPlayers,5,C
P057,4,1350,2,Yes,IntroCivs,5,C
P057,4,1350,2,Yes,IntroEconomy,4,C
P057,4,1350,2,Yes,EventScouting,4,C
P057,4,1350,2,Yes,EventUncommon,2,C
P057,4,1350,2,Yes,BattleDelay,3,C
P057,4,1350,2,Yes,BattleMilitary,3,C
P057,4,1350,2,Yes,BattleEcoKills,4,C
P057,4,1350,2,Yes,BattleBreakIn,2,C
P057,4,1350,2,Yes,BattleOverwhelm,2,C
P057,4,1350,2,Yes,StateAgeUp,3,C
P057,4,1350,2,Yes,StateMilTech,3,C
P057,4,1350,2,Yes,Predictions,2,C
P057,4,1350,2,Yes,Knowledge,2,C
